law,unit_id,utterance_id,n_words,utterance_words,utterance_chunks,previous_words_same_utterance,next_words_same_utterance,mergeable_whole_neighbor,content
21419,utt_8e0e00c26d6e7abd29bf::p0001-p0005,utt_8e0e00c26d6e7abd29bf,40,40,1,,,False,"Si le parece a la Sala, se facultará a la Secretaría Legislativa para adecuar el título del proyecto al texto finalmente aprobado.

¿Habría acuerdo?

Acordado.

Despachado el proyecto al Senado.

Por haber cumplido con su objeto, se levanta la sesión."
21419,utt_5f644f2fbc6aeb9dde82::p0001,utt_5f644f2fbc6aeb9dde82,24,24,1,,,False,"Señor Presidente, en realidad solicité ser inscrito para intervenir en el proyecto anterior, y entendí que los cuatro minutos tenían que ver con eso."
21419,utt_5e3698f9ea30ad0d6c14::p0001,utt_5e3698f9ea30ad0d6c14,31,31,1,,,False,"No, señor diputado. El diputado Leonardo Soto me solicitó que lo inscribiera en el proyecto de la PGU a él y a usted; a usted primero, por ser jefe de Comité."
21419,utt_3669239ab42215f6c799::p0001,utt_3669239ab42215f6c799,9,9,1,,,False,Parece que soy jefe de puro cuento no más.
21419,utt_57781ca7a82602da2918::p0001,utt_57781ca7a82602da2918,13,13,1,,,False,"Señor diputado, diríjase al señor Soto , futuro candidato a Presidente de la Mesa."
21419,utt_f8d6ef0e86ffb9bb4d31::p0005-p0006,utt_f8d6ef0e86ffb9bb4d31,46,338,4,120.0,,False,"Así, saludo a los ministros y a las ministras que participaron en esta discusión, y también a los parlamentarios. Creo que vamos a llegar a buen puerto, y eso es parte de la buena política que tenemos que ir construyendo de aquí en más.

He dicho."
21419,utt_22855657633a3a351bbf::p0001,utt_22855657633a3a351bbf,17,17,1,,,False,"Ha solicitado hacer uso de la palabra el ministro del Trabajo y Previsión Social, señor Patricio Melero ."
21419,utt_6864af277ba5cf1e2b18::p0011-p0013,utt_6864af277ba5cf1e2b18,46,565,6,122.0,,False,"Por último, quiero decir que esta nueva política pública incluirá a 2.461.264 personas el año 2022, y si hoy la aprobamos, que es lo que esperan los chilenos, se empezará a pagar desde el mes de febrero.

Renovación Nacional votará a favor.

He dicho."
21419,utt_38af9fa7bc7df0862ec9::p0008-p0009,utt_38af9fa7bc7df0862ec9,25,435,5,129.0,,False,"La Federación Regionalista Verde Social va a respaldar este proyecto, pero teniendo claras las deudas y los dolores que nuestro sistema aún manifiesta.

He dicho."
21419,utt_8dbe8743a7d74a4301df::p0005-p0006,utt_8dbe8743a7d74a4301df,11,268,3,148.0,,False,"Anuncio mi voto a favor para mejorar las pensiones.

He dicho."
21419,utt_424e5d9a00d4892f30b3::p0003,utt_424e5d9a00d4892f30b3,42,551,5,110.0,137.0,False,"Y así como hoy día reconozco que habíamos llegado a un acuerdo con el gobierno del Presidente Piñera, puedo decir también que estaremos siempre disponibles para llegar a acuerdos con el nuevo gobierno cuando se trate de transformaciones que ayuden a Chile."
21419,utt_eeb977f196efbad62d97::p0001-p0003,utt_eeb977f196efbad62d97,32,32,1,,,False,"Señor ministro, con sus palabras se cierra el debate.

Cerrado el debate.

-Con posterioridad, la Sala se pronunció sobre las modificaciones del Senado a ambos proyectos de ley en los siguientes términos:"
21419,utt_86b86c8fc9a0a2720cfb::p0001-p0002,utt_86b86c8fc9a0a2720cfb,9,388,4,,150.0,False,"Aprobadas.

-Votaron por la afirmativa los siguientes señores diputados:"
21419,utt_dffb979e4ee85439141e::p0001,utt_dffb979e4ee85439141e,25,25,1,,,False,"Honorable Cámara, la Secretaría rechazó la petición, porque recaía en un artículo que estaba aprobado por el Congreso Nacional al no tener modificaciones del Senado."
21419,utt_5228501d1f6af06fbf94::p0001-p0002,utt_5228501d1f6af06fbf94,9,394,4,,150.0,False,"Aprobadas.

-Votaron por la afirmativa los siguientes señores diputados:"
21419,utt_fc9bfbf1cfb9ecb8b1c3::p0001-p0002,utt_fc9bfbf1cfb9ecb8b1c3,9,404,4,,150.0,False,"Aprobado.

-Votaron por la afirmativa los siguientes señores diputados:"
21419,utt_45ecc3b5aa45ae62f932::p0001-p0002,utt_45ecc3b5aa45ae62f932,9,407,4,,150.0,False,"Aprobado.

-Votaron por la afirmativa los siguientes señores diputados:"
21538,utt_442bdd38d594001efcf8::p0008-p0009,utt_442bdd38d594001efcf8,33,474,5,129.0,,False,"Ojalá que el día de mañana, con la reforma previsional que estemos discutiendo, las previsiones sean efectivamente un tema social y no un negocio, como lo ha sido hasta el momento.

He dicho."
21538,utt_c7e697eae3fb40d7e0d7::p0008-p0009,utt_c7e697eae3fb40d7e0d7,42,415,4,120.0,,False,"Sobre esta materia vamos a presentar un proyecto de ley, que efectivamente requiere el patrocinio del Ejecutivo, y proyectos de acuerdo, a fin de permitir que más beneficiarios tengan acceso, en especial quienes al día de hoy no lo tienen.

He dicho."
21538,utt_a7ac03c6ae7ce7a10c6c::p0007,utt_a7ac03c6ae7ce7a10c6c,33,454,5,141.0,,False,Espero que los parlamentarios tengan claro que esto es una posta de gobierno a gobierno. No nos peguemos entre nosotros y mejoremos las pensiones de los chilenos. Esta PGU tenemos que aprobarla para…
21538,utt_f8c3c0bd70c53dbe0d3d::p0006-p0007,utt_f8c3c0bd70c53dbe0d3d,18,344,4,137.0,,False,"Como bancada, apoyaremos este proyecto. Ojalá se presenten muchas más iniciativas como esta en el futuro.

He dicho."
21538,utt_36903f862943886fc3ca::p0001-p0002,utt_36903f862943886fc3ca,30,30,1,,,False,"Señor Presidente, en la pantalla se consigna que el diputado Mellado representa un lugar llamado Curahue. Ese lugar no existe, pues se llama Curarrehue .

Lo planteo para que lo corrijan."
21538,utt_1ad084fb73a19ffc3af8::p0001-p0002,utt_1ad084fb73a19ffc3af8,42,42,1,,,False,"Señor Presidente, el proyecto de ley que convoca la presencia de los trabajadores de la salud privada en las tribunas viene en tercer trámite constitucional. Ya pasó la discusión en esta Sala.

Por eso, sugiero votar las modificaciones del Senado sin discusión."
21538,utt_48d9b47085072b5b534d::p0001,utt_48d9b47085072b5b534d,43,43,1,,,False,"Quedan alrededor de veinte diputadas y diputados inscritos para intervenir, lo que implica alrededor de una hora más de debate. En la medida en que se puedan rebajar los tiempos de las intervenciones podremos votar los demás proyectos de la tabla de hoy."
21538,utt_5a9e5255e01e1acea9c9::p0001,utt_5a9e5255e01e1acea9c9,11,11,1,,,False,"Señor Presidente, ya hay un acuerdo respecto del proyecto de salud."
21538,utt_68bc2c883abb4115a7b1::p0001,utt_68bc2c883abb4115a7b1,44,44,1,,,False,"En el ánimo de que todas y todos puedan hacer uso de la palabra en el debate de este proyecto y de que alcancemos a votar el proyecto de salud, ¿habría acuerdo para prorrogar la sesión hasta las 13:00 horas? No hay acuerdo."
21538,utt_42ec42b3572099578648::p0001,utt_42ec42b3572099578648,14,14,1,,,False,"Señor Presidente, entiendo que tenemos unanimidad para votar sin discusión el proyecto de salud."
21538,utt_c0e6a731d2cdb33a8388::p0001-p0002,utt_c0e6a731d2cdb33a8388,35,35,1,,,False,"Cerrado el debate.

-En conformidad con el artículo 85 del Reglamento, se incluye la siguiente intervención no pronunciada en la Sala y que cumple con lo dispuesto en el artículo 10 del mismo cuerpo reglamentario:"
21538,utt_f24ce85933c5fdfbe616::p0001,utt_f24ce85933c5fdfbe616,18,18,1,,,False,"Lo planteo por si les interesa saberlo. Si no, voten a ciegas nomás, y sigan quemando el país."
21538,utt_5684bc94cfa5b89bcf24::p0001,utt_5684bc94cfa5b89bcf24,6,6,1,,,False,"Ya está hecho el punto, diputado."
21538,utt_b618927ea35ecaa7ec1d::p0001,utt_b618927ea35ecaa7ec1d,18,18,1,,,False,"Señor diputado, le responderá el señor Secretario, porque hay una equivocación en el punto que usted ha planteado."
21538,utt_05cd97d1ff33eee1a595::p0001,utt_05cd97d1ff33eee1a595,37,37,1,,,False,"Señor diputado, perdone que le insista, pero lo que se vota es la inadmisibilidad, lo que ya se pidió. La indicación está renovada, porque de lo contrario no se puede votar la indicación. Hay un doble requisito."
21538,utt_0deedd57a4d8e7017f09::p0001-p0002,utt_0deedd57a4d8e7017f09,5,425,4,,150.0,False,"Aprobado.

-Votaron por la afirmativa:"
21538,utt_266372456152ad1a0310::p0001,utt_266372456152ad1a0310,41,41,1,,,False,"Señor Presidente, pido que se me concedan los dos minutos que le restaron a la diputada Ossandón , para también defender la admisibilidad de la indicación, porque creo que las mujeres de Chile así lo merecen. Esperar cinco años es un abuso."
21538,utt_35eb02652368ec837c3c::p0001-p0002,utt_35eb02652368ec837c3c,39,39,1,,,False,"El diputado Labbé tiene razón.

A quien le quepa alguna duda, el inciso final del artículo 14 del Reglamento establece que tienen derecho a intervenir hasta dos diputados de distinto Comité para apoyar o impugnar la declaración de inadmisibilidad."
21538,utt_fe7234a44c91cc4364e2::p0001-p0002,utt_fe7234a44c91cc4364e2,5,442,5,,150.0,False,"Rechazada.

-Votaron por la afirmativa:"
21538,utt_05e466083771a13b24a2::p0001,utt_05e466083771a13b24a2,26,26,1,,,False,"Se ha presentado una indicación del diputado Jorge Guzmán , que ha sido admitida por acuerdo de la Sala, de cuyo tenor dará lectura el señor Secretario."
21538,utt_857fc9c45f78bb159c68::p0001-p0003,utt_857fc9c45f78bb159c68,34,34,1,,,False,"¿Habría acuerdo? No hay acuerdo.

En votación.

-Efectuada la votación en forma económica, por el sistema electrónico, dio el siguiente resultado: por la afirmativa, 125 votos; por la negativa, 5 votos. Hubo 6 abstenciones."
21538,utt_f8464c8e40dd356a6393::p0001-p0002,utt_f8464c8e40dd356a6393,5,442,4,,150.0,False,"Aprobada.

-Votaron por la afirmativa:"
21538,utt_ff72858e9e7cb82db15b::p0001,utt_ff72858e9e7cb82db15b,5,5,1,,,False,Despachado el proyecto al Senado.
21538,utt_834d1c35b5c0ea78a6e3::p0001,utt_834d1c35b5c0ea78a6e3,9,9,1,,,False,Vamos a abrir la votación respecto de este proyecto.
21538,utt_9c4f91c1dc720928c435::p0001,utt_9c4f91c1dc720928c435,9,9,1,,,False,"Quedamos en que no eran tres minutos, sino cinco."
21538,utt_b046c78cadabb1fc3621::p0001-p0002,utt_b046c78cadabb1fc3621,11,11,1,,,False,"Esta norma es de quorum especial.

Vamos a abrir la votación."
21538,utt_3ef5d9fe044c5c3244ca::p0001,utt_3ef5d9fe044c5c3244ca,11,11,1,,,False,"Se trata de una sola votación, y es de quorum especial"
21538,utt_6de9df4a660be6c32c2f::p0001,utt_6de9df4a660be6c32c2f,5,5,1,,,False,"Presidente, quedamos en cinco minutos."
21538,utt_c64d3dcda48aca7a6eeb::p0001-p0003,utt_c64d3dcda48aca7a6eeb,19,19,1,,,False,"¡No, no, no! ¡Cinco minutos!

¡No! ¡De verdad, Presidente!

Yo di la unanimidad por eso: ¡quedamos en cinco minutos!"
21538,utt_6bb7528fedab2e4d0bcf::p0001,utt_6bb7528fedab2e4d0bcf,5,5,1,,,False,Es un acuerdo de Comités.
21538,utt_dce32d4345efc9e3734f::p0001,utt_dce32d4345efc9e3734f,5,5,1,,,False,Hay un acuerdo de Comités.
21538,utt_5fc238888c388829f824::p0001-p0002,utt_5fc238888c388829f824,12,12,1,,,False,"¡No, no, no!

¡Si no quieren tener problemas, denme los cinco minutos...!"
21538,utt_9f35c0746098dcda5cae::p0001,utt_9f35c0746098dcda5cae,11,11,1,,,False,Está pasando lo mismo que con la Senadora Provoste: me cortaron...
21538,utt_935f3742d88f6ed204cd::p0001-p0003,utt_935f3742d88f6ed204cd,12,12,1,,,False,"Gracias, Senadora.

No hay más inscritos.

Señor Secretario, haga la consulta pertinente."
21538,utt_48658b0290fa8827e8ca::p0001,utt_48658b0290fa8827e8ca,13,13,1,,,False,¿Alguna señora Senadora o algún señor Senador aún no ha emitido su voto?
21538,utt_f54e5f7c587ad0fde75b::p0001-p0002,utt_f54e5f7c587ad0fde75b,10,10,1,,,False,"Muchas gracias, Ministra.

Le damos la palabra al Ministro Marcel."
