unit_id,utterance_id,law_number,document_uri,sample_index,status,model,decision,n_annotations,needs_human_review,decision_justification,limitations,quality_flags,validation_errors,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens
utt_efe6539eeb00b9a4cdd8::p0022s001,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,92,completed,gpt-5.6-luna,no_statements,0,True,"El bloque anuncia y cuantifica los efectos de la propuesta —quiénes recibirían una ayuda y cuánto subirían sus pensiones—, pero no formula una regla ni una razón normativa que justifique esa distribución. La pensión de 50.000 pesos aparece como ejemplo descriptivo, no explícitamente como criterio de necesidad.","La mención de una pensión baja podría leerse retóricamente como una apelación implícita a la necesidad material; sin embargo, el bloque no afirma que esa carencia sea la razón para asignar el beneficio.",[],[],5886,14136,5336,13984
utt_efe6539eeb00b9a4cdd8::p0022s002,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,93,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo presenta cálculos, montos y ejemplos descriptivos sobre el aumento de las pensiones, pero no formula una justificación normativa explícita sobre cómo debe organizarse, distribuirse, financiarse o gobernarse la protección previsional.",,[],[],5865,557,5336,468
utt_efe6539eeb00b9a4cdd8::p0023s001,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,94,completed,gpt-5.6-luna,statements,1,True,Hay una valoración normativa explícita de una garantía que se mantiene aunque varíe la pensión base. Las cifras y la descripción del sistema no se codifican por sí solas.,"La codificación depende de interpretar «La gracia» como una defensa de la igualdad del beneficio garantizado, aunque no se formule literalmente como un deber.","[""other""]",[],5842,8474,5336,8062
utt_efe6539eeb00b9a4cdd8::p0023s002-p0024,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,95,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe la disminución del aporte previsional solidario según el monto de la pensión autofinanciada, la incorporación de un beneficio y la distribución de pensionados por invalidez. No formula una justificación normativa explícita sobre cómo debe organizarse, distribuirse, financiarse o gobernarse la protección previsional.",,[],[],5898,584,5336,478
utt_efe6539eeb00b9a4cdd8::p0025-p0026,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,96,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe técnicamente el cálculo de las pensiones de invalidez y cuantifica pensiones excluidas del pilar solidario por no cumplir sus requisitos, pero no formula una justificación normativa explícita sobre cómo debería organizarse, distribuirse o financiarse la protección previsional.",,[],[],5926,544,5336,447
utt_efe6539eeb00b9a4cdd8::p0027-p0028,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,97,completed,gpt-5.6-luna,statements,2,False,"El bloque contiene afirmaciones explícitas de cobertura universal e igualdad de trato. El aumento y los montos mencionados se presentan como medidas, pero no añaden por sí mismos una justificación normativa de necesidad u otro criterio del libro.",El objetivo es autosuficiente para codificar universalidad e igualdad; no fue necesario usar los bloques de contexto.,[],[],5891,8200,5336,7768
utt_efe6539eeb00b9a4cdd8::p0029,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,98,completed,gpt-5.6-luna,statements,1,True,"El bloque establece que las personas con pensiones vitalicias o pactadas reciben el mismo complemento cuando están bajo el umbral indicado, expresando igualdad de trato por modalidad de pensión.","La codificación depende de interpretar la regla explícita de no distinción como una justificación de igualdad, y no como una mera descripción técnica de la cobertura.",[],[],5874,8648,5336,8286
utt_efe6539eeb00b9a4cdd8::p0030-p0031,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,99,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe esfuerzos históricos, comisiones, expertos y propuestas que no prosperaron, pero no formula una justificación normativa explícita sobre cómo debe organizarse, financiarse o gobernarse la protección previsional.","No se codifican las referencias a mejorar las pensiones, a los compatriotas ni al fracaso de gobiernos y administraciones porque carecen de una regla distributiva, institucional o procedimental explícita.",[],[],5811,763,5336,641
utt_efe6539eeb00b9a4cdd8::p0032-p0033,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,100,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5887,16384,5336,16384
utt_efe6539eeb00b9a4cdd8::p0034-p0036,utt_efe6539eeb00b9a4cdd8,21419,http://datos.bcn.cl/recurso/cl/documento/697505,101,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5823,16384,5336,16384
utt_872316bf7e8593e415d3::p0001,utt_872316bf7e8593e415d3,21419,http://datos.bcn.cl/recurso/cl/documento/697505,102,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo concede el uso de la palabra y fija un tiempo de intervención; no contiene una justificación normativa sobre la organización, distribución, financiamiento o gobernanza de la protección previsional.",,"[""procedural""]",[],5610,304,5336,222
utt_f341957cdb85912bc40f::p0001-p0002,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,103,completed,gpt-5.6-luna,statements,1,True,"El objetivo contiene una justificación fiscal para vincular la vigencia de la PGU a la promulgación de las exenciones tributarias. El resto describe plazos y rebate una caracterización de la indicación, sin añadir otra justificación del libro.","La relación con conciencia_costos se basa en la exigencia explícita de ingresos permanentes, aunque la afirmación sobre costo o insuficiencia de financiamiento es indirecta.","[""procedural""]",[],5671,8685,5336,8325
utt_f341957cdb85912bc40f::p0003,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,104,completed,gpt-5.6-luna,statements,1,True,"El bloque contiene una justificación normativa explícita sobre la interpretación restrictiva de las atribuciones presidenciales para admitir una indicación previsional. Esa justificación no corresponde a ningún código existente, por lo que se registra como concepto nuevo para revisión.","El libro no ofrece un código específico para la distribución constitucional de competencias legislativas, la autonomía del legislador o la admisibilidad de indicaciones; la categoría propuesta requiere validación humana.","[""procedural""]",[],5868,10276,5336,9740
utt_f341957cdb85912bc40f::p0004-p0008,utt_f341957cdb85912bc40f,21419,http://datos.bcn.cl/recurso/cl/documento/697505,105,completed,gpt-5.6-luna,statements,1,False,"El bloque contiene una justificación normativa explícita: un proyecto con gasto permanente no debe ponerse en marcha sin financiamiento asegurado. Las referencias a precedentes, admisibilidad y votación son procedimentales y no activan por sí solas otro concepto del libro.",La anotación se limita al argumento de financiamiento del bloque objetivo; no atribuye al hablante las posiciones de los contextos adyacentes.,"[""vote"",""procedural""]",[],5917,13055,5336,12770
utt_69b0104a4a86fe6c854c::p0001-p0003,utt_69b0104a4a86fe6c854c,21419,http://datos.bcn.cl/recurso/cl/documento/697505,106,completed,gpt-5.6-luna,no_statements,0,False,"El bloque anuncia y registra una votación sobre la admisibilidad de una indicación, pero no contiene una justificación normativa sobre cómo debe organizarse, financiarse o gobernarse la protección previsional.",,"[""vote"",""procedural""]",[],6079,516,5336,430
utt_b9341b57a7bc037f529c::p0001-p0002,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,107,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo contiene saludos, una expresión general de propósito gubernamental de mejorar la calidad de vida y valoraciones personales, pero no formula una justificación explícita sobre cómo organizar, distribuir, financiar o gobernar la protección previsional.",La referencia a mejorar la calidad de vida de los compatriotas es demasiado general y no establece una regla previsional codificable.,[],[],5784,1665,5336,1552
utt_b9341b57a7bc037f529c::p0003-p0004,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,108,completed,gpt-5.6-luna,statements,1,True,"Se identifica una valoración explícita de la colaboración de la oposición como parte positiva de la concreción de la reforma. Las demás frases son celebratorias, descriptivas o interrogativas y no formulan otros criterios normativos del libro de códigos.",La justificación procedimental depende de interpretar la valoración de una oposición constructiva y colaboradora como apoyo a los acuerdos; una lectura más estricta podría considerarla solo una descripción política.,[],[],5791,9697,5336,9322
utt_b9341b57a7bc037f529c::p0005,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,109,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe la decisión de continuar impulsando reformas y menciona modificaciones previsionales, pero no formula una justificación normativa codificable sobre cómo debe organizarse, distribuirse, financiarse o gobernarse la protección previsional.",,[],[],5774,534,5336,448
utt_b9341b57a7bc037f529c::p0006,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,110,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5785,16384,5336,16384
utt_b9341b57a7bc037f529c::p0007-p0009,utt_b9341b57a7bc037f529c,21419,http://datos.bcn.cl/recurso/cl/documento/698998,111,completed,gpt-5.6-luna,statements,1,True,"El bloque contiene una justificación procedimental explícita: la futura oposición se compromete a no obstruir por motivos de poder y a contribuir al bienestar, lo que respalda una tramitación cooperativa y moderada de la reforma.","La cita no formula una regla distributiva, financiera o técnica del sistema previsional ni menciona expresamente un acuerdo; la anotación se limita a su fundamento procedimental contextual.",[],[],5830,13917,5336,13466
utt_15f118651c5c302148eb::p0001-p0003,utt_15f118651c5c302148eb,21419,http://datos.bcn.cl/recurso/cl/documento/698998,112,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo contiene una descripción del trámite y un resultado de votación sobre modificaciones a un proyecto tributario, pero no una justificación normativa sobre cómo organizar, distribuir, financiar o gobernar la protección previsional.",El voto y la cifra de su resultado no bastan para inferir una justificación normativa.,"[""vote"",""procedural""]",[],5956,474,5336,368
utt_5228501d1f6af06fbf94::p0001-p0003s001,utt_5228501d1f6af06fbf94,21419,http://datos.bcn.cl/recurso/cl/documento/698998,113,completed,gpt-5.6-luna,no_statements,0,False,"El bloque registra la aprobación y enumera votos afirmativos, pero no contiene una justificación normativa sobre cómo debe organizarse, distribuirse, financiarse o gobernarse la protección previsional.","El bloque termina en medio de una lista de votantes que continúa en el contexto siguiente; aun así, el contenido disponible solo corresponde a un resultado de votación y no presenta una justificación normativa.","[""vote"",""truncated"",""segmentation_problem""]",[],6305,897,5336,771
utt_5228501d1f6af06fbf94::p0003s002,utt_5228501d1f6af06fbf94,21419,http://datos.bcn.cl/recurso/cl/documento/698998,114,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo solo enumera nombres y, según el contexto, continúa una lista de votación afirmativa. Un voto aislado no constituye una justificación normativa codificable.","La lista nominal no contiene fundamentos sobre la organización, distribución, financiamiento o gobernanza de la protección previsional.","[""vote""]",[],6416,384,5336,284
utt_5228501d1f6af06fbf94::p0003s003-p0004,utt_5228501d1f6af06fbf94,21419,http://datos.bcn.cl/recurso/cl/documento/698998,115,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo contiene únicamente nombres de personas, como parte de un registro de votación, y no presenta afirmaciones normativas ni justificaciones sobre la organización de la protección previsional.",,"[""vote""]",[],6104,434,5336,355
utt_45ecc3b5aa45ae62f932::p0001-p0003s001,utt_45ecc3b5aa45ae62f932,21419,http://datos.bcn.cl/recurso/cl/documento/698998,116,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo registra la aprobación de un artículo y enumera los votos afirmativos; no contiene una justificación normativa sobre la organización, distribución, financiamiento o gobernanza de la protección previsional.","La codificación se limita al bloque objetivo, que no expone las razones del voto.","[""vote"",""procedural""]",[],6295,400,5336,298
utt_45ecc3b5aa45ae62f932::p0003s002,utt_45ecc3b5aa45ae62f932,21419,http://datos.bcn.cl/recurso/cl/documento/698998,117,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo solo enumera nombres de parlamentarios y no contiene afirmaciones normativas sobre cómo organizar, financiar, distribuir o gobernar la protección previsional.",El fragmento corresponde a un registro de votación y no ofrece contenido argumentativo codificable.,"[""vote""]",[],6440,367,5336,274
utt_45ecc3b5aa45ae62f932::p0003s003-p0007,utt_45ecc3b5aa45ae62f932,21419,http://datos.bcn.cl/recurso/cl/documento/698998,118,completed,gpt-5.6-luna,no_statements,0,False,"El bloque contiene únicamente un registro nominal de votos negativos y una abstención; no formula una justificación normativa sobre la organización, distribución, financiamiento o gobernanza de la protección previsional.",No se codifican las menciones de votación ni los nombres de los parlamentarios como declaraciones normativas.,"[""vote"",""procedural""]",[],6032,463,5336,358
utt_c7e697eae3fb40d7e0d7::p0001-p0004,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,119,completed,gpt-5.6-luna,no_statements,0,False,"El bloque contiene una valoración y una recomendación genérica de perfeccionar los mecanismos de asignación, pero no explicita el principio o criterio normativo que justificaría ese perfeccionamiento. El resto del texto describe técnicamente la PAFE, la pensión base y el cálculo del saldo en la cuenta individual, sin justificar una regla distributiva o institucional del libro de códigos.",La recomendación sobre los mecanismos de asignación es demasiado general para vincularla de manera verificable con un concepto del libro; no se atribuyen al objetivo argumentos presentes en los bloques contextuales.,[],[],5930,1528,5336,1373
utt_c7e697eae3fb40d7e0d7::p0005,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,120,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo describe técnicamente el cálculo de la PAFE, la disminución de la pensión en el retiro programado y el consumo del capital, pero no formula una regla normativa ni una justificación explícita sobre cómo debe organizarse, distribuirse, financiarse o gobernarse la protección previsional.","La solución normativa aparece en el contexto siguiente, pero solo se codifica evidencia del bloque objetivo.",[],[],5981,636,5336,516
utt_c7e697eae3fb40d7e0d7::p0006-p0009,utt_c7e697eae3fb40d7e0d7,21538,http://datos.bcn.cl/recurso/cl/documento/700181,121,completed,gpt-5.6-luna,statements,3,True,"El bloque contiene reglas normativas explícitas sobre cómo debe calcularse y otorgarse la PGU, además de una finalidad distributiva de ampliar el acceso a quienes actualmente no lo tienen. Las descripciones técnicas de los efectos de la PAFE y la mención de la presentación de proyectos no generan códigos adicionales.","El libro no contiene un concepto específico sobre la adecuación del instrumento de cálculo a la pensión efectivamente recibida. Además, la apelación a permitir el acceso de más beneficiarios no formula de manera expresa un principio de universalidad, por lo que esa asignación requiere revisión humana.","[""procedural""]",[],5980,11273,5336,10358
utt_50b5d9f8c3d8b247ce23::p0001-p0002,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,122,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5740,16384,5336,16384
utt_50b5d9f8c3d8b247ce23::p0003,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,123,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5758,16384,5336,15725
utt_50b5d9f8c3d8b247ce23::p0004,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,124,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5727,16384,5336,16384
utt_50b5d9f8c3d8b247ce23::p0005,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,125,completed,gpt-5.6-luna,no_statements,0,False,"El bloque contiene un llamado procedimental a conversar con todos los sectores y una solicitud de revisar la ley debido al cambio de contexto económico, pero no formula una defensa explícita de acuerdos o moderación ni justifica la reforma mediante costos fiscales, sostenibilidad, necesidad u otro criterio del libro de códigos.",,"[""procedural""]",[],5808,1655,5336,1552
utt_50b5d9f8c3d8b247ce23::p0006-p0007,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,126,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5799,16384,5336,16384
utt_50b5d9f8c3d8b247ce23::p0008-p0010,utt_50b5d9f8c3d8b247ce23,21538,http://datos.bcn.cl/recurso/cl/documento/700181,127,completed,gpt-5.6-luna,statements,1,True,El objetivo contiene una justificación normativa explícita: se afirma que ciertas medidas son necesarias para incorporar a más beneficiarios. Las referencias al diálogo y a la justicia social son demasiado generales para añadir otros códigos.,"La cita no especifica universalidad, igualdad de trato ni un criterio de priorización de los beneficiarios.",[],[],5828,12157,5336,11853
utt_cbd165e541e063cf008c::p0001-p0004,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,128,completed,gpt-5.6-luna,statements,2,True,El bloque contiene una propuesta normativa de ampliar casi universalmente la cobertura de la PGU y una defensa implícita de la construcción de acuerdos como condición valiosa para avanzar en reformas previsionales.,"La primera codificación interpreta la exclusión del 10 por ciento como una orientación de cobertura casi universal, aunque el fragmento no la denomina explícitamente universal.",[],[],5927,12496,5336,11912
utt_cbd165e541e063cf008c::p0005-p0006,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,129,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5867,16384,5336,16384
utt_cbd165e541e063cf008c::p0007-p0008,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,130,completed,gpt-5.6-luna,statements,1,True,Hay una justificación normativa explícita: se afirma que es necesario dejar de bloquear cambios para lograr un buen sistema de pensiones y se atribuye el bloqueo a grandes capitales y a sus representantes políticos. Se codifica tentativamente como crítica a la captura o primacía de intereses económicos; no se codifican como igualdad o universalismo las referencias generales a una mejor distribución de la riqueza o a servicios públicos de calidad.,La anotación no puede determinar con certeza si los grandes capitales aludidos se refieren específicamente al mercado previsional o a una oposición política y económica más general.,"[""other""]",[],5751,10830,5336,10358
utt_cbd165e541e063cf008c::p0009,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,131,completed,gpt-5.6-luna,statements,2,False,"El bloque contiene deberes explícitos de abandonar la intransigencia y aprobar reformas, justificándolos mediante la moderación y la participación en acuerdos previos.",,[],[],5811,3014,5336,2588
utt_cbd165e541e063cf008c::p0010-p0013,utt_cbd165e541e063cf008c,21538,http://datos.bcn.cl/recurso/cl/documento/700181,132,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5805,16384,5336,16384
utt_d927f4f10c458b0a4f8a::p0001-p0005,utt_d927f4f10c458b0a4f8a,21538,http://datos.bcn.cl/recurso/cl/documento/700181,133,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo registra actos de tramitación y un acuerdo para votar proyectos sin discusión. No contiene una justificación normativa sobre la organización, distribución, financiamiento o gobernanza de la protección previsional; además, el acuerdo es meramente procedimental y no valora la moderación ni el consenso como fundamento de la reforma.",,"[""procedural""]",[],5791,625,5336,516
utt_613c5c803695564e1d3e::p0001-p0004,utt_613c5c803695564e1d3e,21538,http://datos.bcn.cl/recurso/cl/documento/700181,134,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe y fundamenta un trámite reglamentario sobre la renovación y admisibilidad de indicaciones, pero no contiene una justificación normativa sobre cómo debe organizarse, distribuirse, financiarse o gobernarse la protección previsional según los conceptos del libro.",,"[""procedural""]",[],5691,502,5336,406
utt_ffc413f03c80d91e4eab::p0001-p0002,utt_ffc413f03c80d91e4eab,21538,http://datos.bcn.cl/recurso/cl/documento/700181,135,completed,gpt-5.6-luna,no_statements,0,False,"El bloque formula objeciones sobre la admisibilidad, la renovación de una indicación y el cumplimiento del Reglamento. Aunque contiene una exigencia procedimental explícita, no justifica la organización, distribución, financiamiento o gobernanza de la protección previsional mediante ninguno de los conceptos del libro; tampoco apela a acuerdos o moderación.",,"[""procedural""]",[],5719,693,5336,581
utt_0deedd57a4d8e7017f09::p0001-p0003s001,utt_0deedd57a4d8e7017f09,21538,http://datos.bcn.cl/recurso/cl/documento/700181,136,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo registra la aprobación de la iniciativa y enumera los votos afirmativos; no contiene una justificación normativa sobre la organización, distribución, financiamiento o gobernanza de la protección previsional.",,"[""vote""]",[],6301,272,5336,190
utt_0deedd57a4d8e7017f09::p0003s002,utt_0deedd57a4d8e7017f09,21538,http://datos.bcn.cl/recurso/cl/documento/700181,137,completed,gpt-5.6-luna,no_statements,0,False,"El bloque objetivo contiene únicamente una enumeración de nombres correspondiente a un registro de votación; no presenta una afirmación normativa ni una justificación sobre la organización, distribución, financiamiento o gobernanza de la protección previsional.",La codificación se limita al bloque objetivo; los nombres no permiten inferir posiciones individuales.,"[""vote"",""segmentation_problem""]",[],6484,931,5336,823
utt_0deedd57a4d8e7017f09::p0003s003-p0005,utt_0deedd57a4d8e7017f09,21538,http://datos.bcn.cl/recurso/cl/documento/700181,138,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo enumera participantes y deja constancia de una abstención; no contiene una justificación normativa sobre la organización, distribución, financiamiento o gobernanza previsional.",,"[""vote""]",[],6258,349,5336,272
utt_e4905a4527b414754f30::p0001,utt_e4905a4527b414754f30,21538,http://datos.bcn.cl/recurso/cl/documento/700181,139,completed,gpt-5.6-luna,no_statements,0,False,"El bloque afirma que una corrección es legítima, pero sostiene que los legisladores no están llamados a realizarla. Aunque contiene una consideración normativa de competencia procedimental, no la vincula con ninguno de los criterios del libro de códigos.",La justificación sobre quién debe efectuar la corrección queda fuera de los conceptos disponibles; no se codifica la mera referencia al mundo de la discapacidad.,"[""procedural""]",[],5693,1154,5336,1034
utt_e4905a4527b414754f30::p0002-p0004,utt_e4905a4527b414754f30,21538,http://datos.bcn.cl/recurso/cl/documento/700181,140,completed,gpt-5.6-luna,statements,1,True,"El bloque contiene una justificación normativa explícita sobre quién debe presentar una indicación que genera gasto y la utiliza para fundamentar su rechazo, no solo un voto aislado. La regla de competencia constitucional del Ejecutivo no está contemplada como concepto específico en el libro, por lo que se propone para revisión.",El objetivo no identifica la norma constitucional concreta ni detalla el contenido o financiamiento de la indicación; la anotación depende de interpretar el argumento como una regla de iniciativa fiscal del Ejecutivo.,"[""vote"",""procedural""]",[],5823,14883,5336,14424
utt_e1a3192cd687754b80cb::p0001-p0002,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,141,completed,gpt-5.6-luna,statements,2,True,Se identifican dos fundamentos normativos: la complejidad estatal es presentada como obstáculo para la protección previsional y la falta de acceso de personas con derecho justifica hacer efectivo ese acceso.,La evidencia adopta una forma interrogativa y no especifica la solución institucional; la codificación interpreta sus presupuestos evaluativos como una crítica a la capacidad estatal y como una exigencia de acceso efectivo.,[],[],5690,11985,5336,11387
utt_e1a3192cd687754b80cb::p0003,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,142,invalid_output,gpt-5.6-luna,,0,,,,[],"[""Se repitió el mismo span/concepto""]",5667,9515,5336,8701
utt_e1a3192cd687754b80cb::p0004,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,143,completed,gpt-5.6-luna,no_statements,0,False,"El bloque describe que algunas personas no postulan porque podrían perder la calidad de carga y consideran que la decisión no les resulta conveniente. Es una explicación de una elección individual, sin una justificación normativa explícita sobre cómo debe organizarse, financiarse o distribuirse la protección previsional.","No se codifica como previsión como mercado ni como control y responsabilidad individual porque el pasaje no deriva una regla normativa sobre incentivos, responsabilidad o distribución de beneficios.",[],[],5713,646,5336,516
utt_e1a3192cd687754b80cb::p0005-p0006,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,144,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5740,16384,5336,16384
utt_e1a3192cd687754b80cb::p0007,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,145,completed,gpt-5.6-luna,statements,1,True,"Se identifica una prescripción explícita de consulta previa a un organismo previsional. Es una justificación procedimental normativa que no está cubierta por un concepto existente del libro, por lo que se registra para revisión como concepto nuevo.",El libro no contiene un código específico para la consulta previa a organismos técnicos o consultivos; la anotación se propone como concepto nuevo.,"[""procedural""]",[],5852,4310,5336,3996
utt_e1a3192cd687754b80cb::p0008-p0010,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,146,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5826,16384,5336,16384
utt_e1a3192cd687754b80cb::p0011-p0013,utt_e1a3192cd687754b80cb,21538,http://datos.bcn.cl/recurso/cl/documento/700224,147,completed,gpt-5.6-luna,statements,1,True,"Hay una exigencia normativa explícita de explicar la medida de forma didáctica, pero corresponde a un criterio de claridad comunicativa ausente del libro y por eso se propone para revisión. La referencia a la votación unánime es un voto aislado y no se codifica como justificación.",El libro no contiene un concepto específico para transparencia o explicación comprensible de decisiones previsionales; la anotación queda como concepto nuevo sujeta a revisión humana.,"[""vote"",""procedural""]",[],5740,6507,5336,6177
utt_6bb7528fedab2e4d0bcf::p0001,utt_6bb7528fedab2e4d0bcf,21538,http://datos.bcn.cl/recurso/cl/documento/700224,148,completed,gpt-5.6-luna,no_statements,0,False,"El bloque solo identifica descriptivamente un acuerdo de Comités. No atribuye al acuerdo valor normativo, legitimidad ni necesidad para la reforma; el libro excluye las menciones descriptivas a acuerdos y los actos procedimentales sin una justificación mediante acuerdos o moderación.",,"[""procedural""]",[],5481,486,5336,387
utt_5887570a9b49e010e389::p0001-p0004,utt_5887570a9b49e010e389,21538,http://datos.bcn.cl/recurso/cl/documento/700224,149,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5823,16384,5336,16384
utt_5887570a9b49e010e389::p0005-p0006,utt_5887570a9b49e010e389,21538,http://datos.bcn.cl/recurso/cl/documento/700224,150,completed,gpt-5.6-luna,statements,1,False,El bloque contiene una recomendación normativa explícita de la pensión garantizada universal como modelo a seguir. El voto favorable se considera un voto aislado y no una justificación adicional.,,"[""vote""]",[],5842,4345,5336,4142
utt_7cd26b17943d4ba3d750::p0001-p0003,utt_7cd26b17943d4ba3d750,21735,http://datos.bcn.cl/recurso/cl/documento/704058,151,completed,gpt-5.6-luna,statements,1,True,Hay una afirmación normativa explícita que presenta como deber cumplir una promesa de mejorar las pensiones. Se codifica como concepto nuevo porque no corresponde claramente a ningún criterio existente. El anuncio de apoyo a la reforma es un voto aislado y no se codifica como justificación.,"La evidencia no permite determinar si la mejora se justifica por necesidad, igualdad, identidad u otro criterio del libro; solo explicita el deber de cumplir una promesa pública.","[""vote""]",[],5890,5036,5336,4660
utt_7cd26b17943d4ba3d750::p0004-p0005,utt_7cd26b17943d4ba3d750,21735,http://datos.bcn.cl/recurso/cl/documento/704058,152,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5921,16384,5336,16384
utt_7cd26b17943d4ba3d750::p0006-p0009,utt_7cd26b17943d4ba3d750,21735,http://datos.bcn.cl/recurso/cl/documento/704058,153,incomplete,gpt-5.6-luna,,0,,,,[],"[""API status: incomplete""]",5947,16384,5336,16384
utt_7036b4b941b90980f209::p0001,utt_7036b4b941b90980f209,21735,http://datos.bcn.cl/recurso/cl/documento/704058,154,completed,gpt-5.6-luna,no_statements,0,True,"El bloque objetivo describe la composición de una región y que ciertos grupos nunca han cotizado, pero no formula una regla normativa sobre cómo debe organizarse o distribuirse la protección previsional. La frase queda inconclusa tras «pero, sin embargo…», por lo que la posible justificación posterior no está disponible.",El bloque termina con una elipsis y no permite determinar si la continuación contenía una afirmación normativa. El contexto anterior pertenece a otra intervención y no se atribuye al hablante objetivo.,"[""truncated"",""insufficient_context""]",[],5612,663,5336,516
